N,0
XX,1
XXX,2
S-sym,3
B-sym,4
M-sym,5
E-sym,6
S-bod,7
B-bod,8
M-bod,9
E-bod,10
S-tre,11
B-tre,12
M-tre,13
E-tre,14
S-dis,15
B-dis,16
M-dis,17
E-dis,18
S-tes,19
B-tes,20
M-tes,21
E-tes,22
B-nt,23
M-nt,24
E-nt,25
