0,N
1,XX
2,XXX
3,S-sym
4,B-sym
5,M-sym
6,E-sym
7,S-bod
8,B-bod
9,M-bod
10,E-bod
11,S-tre
12,B-tre
13,M-tre
14,E-tre
15,S-dis
16,B-dis
17,M-dis
18,E-dis
19,S-tes
20,B-tes
21,M-tes
22,E-tes
23,B-nt
24,M-nt
25,E-nt
